AOCTimewave, AmbTemp, DewPtTemp, DewPtTempTDL, H2Omr, PotTemp, RelHumidity, StaticPrs, VertWindSpd, WindDir, WindSpd
59687,18.918,-3.965,-23.83,3.45,308.52,20.44,825.42,-0.18,316.08,10.46
59688,18.944,-4.103,-23.83,3.42,308.61,20.19,824.87,-0.09,316.98,10.52
59689,18.966,-4.216,-23.831,3.39,308.7,19.99,824.22,-0.07,317.75,10.47
59690,18.966,-4.352,-23.83,3.36,308.78,19.79,823.45,-0.23,319.24,10.41
59691,19.005,-4.512,-23.83,3.32,308.9,19.5,822.79,-0.54,321,10.29
59692,19.034,-4.703,-23.828,3.28,309,19.18,822.11,-0.71,323.39,10.23
59693,19.122,-4.955,-23.831,3.22,309.18,18.71,821.34,-0.77,325.99,10.28
59694,19.26,-5.256,-23.831,3.15,309.39,18.13,820.68,-0.92,329.8,10.54
59695,19.296,-5.531,-23.831,3.09,309.51,17.71,819.96,-0.93,331.66,10.6
59696,19.34,-5.884,-23.831,3.01,309.63,17.19,819.26,-0.92,332.42,10.83
59697,19.41,-6.239,-23.83,2.93,309.76,16.65,818.73,-0.97,332.91,11.06
59698,19.453,-6.592,-23.829,2.85,309.88,16.16,818.12,-0.98,333.5,11.37
59699,19.661,-6.925,-23.829,2.78,310.16,15.54,817.52,-0.6,333.48,11.4
59700,19.708,-7.281,-23.83,2.71,310.28,15.08,816.9,-0.17,331.42,10.34
59701,19.908,-7.771,-23.828,2.61,310.57,14.33,816.15,-0.32,328.9,9.78
59702,19.939,-8.287,-23.829,2.51,310.68,13.74,815.47,0.04,327.82,9.54
59703,20.029,-8.693,-23.827,2.43,310.83,13.23,814.92,-0.09,327.45,9.29
59704,20.026,-9.209,-23.828,2.34,310.9,12.71,814.32,0.15,327.76,9.41
59705,20.196,-9.693,-23.827,2.25,311.15,12.1,813.7,0.32,333.5,9.21
59706,20.164,-10.182,-23.828,2.17,311.19,11.66,812.99,0.38,330.33,9.32
59707,20.144,-10.672,-23.83,2.09,311.23,11.23,812.44,0.45,332.57,9.29
59708,20.04,-11.16,-23.83,2.01,311.2,10.87,811.68,0.38,332.21,9.71
59709,19.954,-11.571,-23.829,1.95,311.18,10.58,811.08,0.34,332.16,9.76
59710,19.89,-12.035,-23.829,1.88,311.18,10.23,810.46,0.15,334.56,9.68
59711,19.765,-12.495,-23.829,1.81,311.11,9.94,809.89,0.19,332.59,9.77
59712,19.679,-12.923,-23.828,1.75,311.08,9.65,809.34,-0.13,332.73,9.48
59713,19.671,-13.355,-23.828,1.69,311.14,9.32,808.67,0,333.69,9.3
59714,19.692,-13.76,-23.829,1.64,311.24,9.01,807.98,-0.16,334.81,9.17
59715,19.776,-14.138,-23.829,1.59,311.38,8.69,807.51,-0.21,336.53,9.11
59716,19.789,-14.516,-23.828,1.54,311.47,8.42,806.85,-0.24,337.7,9.06
59717,19.822,-14.924,-23.828,1.49,311.57,8.12,806.23,-0.21,339.04,8.99
59718,19.828,-15.203,-23.828,1.46,311.64,7.93,805.65,-0.34,341.85,9
59719,19.837,-15.308,-23.828,1.45,311.73,7.86,804.94,-0.29,343.62,8.97
59720,19.784,-15.303,-23.827,1.45,311.75,7.89,804.29,-0.2,342.44,8.97
59721,19.765,-15.136,-23.826,1.47,311.79,8.01,803.68,-0.15,344.84,9.14
59722,19.733,-14.973,-23.829,1.49,311.81,8.13,803.19,-0.06,346.24,9.34
59723,19.75,-14.813,-23.827,1.51,311.9,8.23,802.58,0.02,346.84,9.34
59724,19.708,-14.652,-23.827,1.53,311.92,8.36,802.03,-0.03,347.4,9.48
59725,19.686,-14.492,-23.827,1.55,311.96,8.49,801.43,-0.03,347.61,9.54
59726,19.684,-14.276,-23.828,1.58,312.02,8.64,800.84,-0.15,348.11,9.61
59727,19.659,-14.005,-23.829,1.62,312.06,8.85,800.29,-0.09,348.77,9.87
59728,19.681,-13.685,-23.829,1.66,312.14,9.07,799.78,-0.03,348.68,9.93
59729,19.649,-13.335,-23.828,1.71,312.16,9.35,799.28,-0.11,349.49,10.19
59730,19.645,-12.957,-23.828,1.77,312.22,9.64,798.72,-0.19,350.09,10.17
59731,19.603,-12.524,-23.828,1.83,312.23,10.02,798.22,-0.24,349.84,10.09
59732,19.632,-12.04,-23.828,1.9,312.3,10.4,797.87,-0.21,350.42,10.25
59733,19.587,-11.528,-23.828,1.99,312.29,10.86,797.5,-0.16,350.71,10.35
59734,19.604,-11.09,-23.829,2.06,312.33,11.24,797.28,-0.14,350.98,10.46
59735,19.563,-10.738,-23.829,2.12,312.33,11.59,796.91,-0.18,351.2,10.53
59736,19.556,-10.497,-23.83,2.16,312.38,11.82,796.43,-0.29,351.03,10.5
59737,19.491,-10.339,-23.831,2.19,312.35,12.02,796,-0.44,351.06,10.67
59738,19.542,-10.201,-23.831,2.21,312.44,12.11,795.7,-0.25,351.13,10.73
59739,19.472,-10.03,-23.831,2.24,312.41,12.33,795.34,-0.18,351.29,10.8
59740,19.455,-9.737,-23.832,2.3,312.43,12.63,794.93,-0.36,351.32,10.92
59741,19.428,-9.466,-23.832,2.35,312.45,12.93,794.49,-0.31,350.81,11
59742,19.42,-9.249,-23.831,2.39,312.51,13.16,793.96,-0.13,350.69,11.13
59743,19.412,-9.026,-23.831,2.43,312.56,13.4,793.4,-0.2,351.31,11.24
59744,19.348,-8.808,-23.829,2.48,312.54,13.69,792.96,-0.44,351.8,11.36
59745,19.331,-8.619,-23.829,2.52,312.57,13.9,792.57,-0.13,350.99,11
59746,19.35,-8.432,-23.83,2.55,312.64,14.09,792.12,0.15,352.22,11.31
59747,19.328,-8.185,-23.831,2.61,312.66,14.39,791.68,-0.2,353.33,11.49
59748,19.247,-7.997,-23.832,2.65,312.63,14.68,791.19,-0.26,351.82,10.9
59749,19.29,-7.83,-23.831,2.68,312.71,14.83,790.92,0.1,352.9,11.41
59750,19.292,-7.607,-23.83,2.73,312.79,15.08,790.21,-0.36,353.68,11.62
59751,19.224,-7.387,-23.829,2.78,312.78,15.41,789.63,-0.36,353.54,11.65
59752,19.233,-7.168,-23.828,2.83,312.84,15.66,789.25,-0.14,353.33,11.66
59753,19.191,-6.896,-23.828,2.89,312.83,16.04,788.87,0.07,353.23,11.76
59754,19.172,-6.623,-23.828,2.95,312.85,16.4,788.53,0.12,353.03,11.96
59755,19.157,-6.349,-23.828,3.02,312.89,16.77,788.07,0.09,352.77,11.97
59756,19.104,-6.19,-23.83,3.06,312.89,17.03,787.54,0.31,352.63,11.95
59757,19.123,-5.944,-23.83,3.12,312.95,17.33,787.16,0.24,352.94,12.01
59758,19.066,-5.633,-23.829,3.19,312.95,17.82,786.63,0.1,352.45,12.06
59759,19.022,-5.391,-23.829,3.26,312.94,18.2,786.29,0.13,352.25,12.04
59760,19.04,-5.176,-23.831,3.31,313,18.48,785.99,0.16,352.08,12.1
59761,18.98,-4.957,-23.83,3.37,312.98,18.86,785.55,0.26,351.91,12.12
59762,18.947,-4.768,-23.831,3.42,313.01,19.18,785,0.33,351.27,12.05
59763,18.951,-4.658,-23.831,3.45,313.06,19.33,784.56,0.26,350.49,12.12
59764,18.902,-4.497,-23.831,3.49,313.07,19.63,784.07,0.2,349.49,12.03
59765,18.865,-4.327,-23.83,3.54,313.08,19.93,783.6,0.13,349.36,11.99
59766,18.858,-4.242,-23.83,3.57,313.13,20.07,783.09,0.05,349.53,12.04
59767,18.816,-4.128,-23.829,3.6,313.16,20.3,782.46,0.02,349.59,12.12
59768,18.721,-4.017,-23.828,3.63,313.11,20.59,781.98,-0.05,349.49,12.15
59769,18.708,-4.036,-23.826,3.63,313.14,20.58,781.56,-0.16,349.43,12.24
59770,18.667,-4.006,-23.826,3.64,313.16,20.68,781,-0.29,348.98,12.34
59771,18.591,-3.98,-23.827,3.65,313.14,20.82,780.47,-0.15,348.48,12.37
59772,18.586,-3.985,-23.828,3.65,313.18,20.82,780.1,-0.05,348.97,12.52
59773,18.554,-3.985,-23.829,3.65,313.19,20.86,779.7,-0.22,349.69,12.62
59774,18.473,-4.012,-23.83,3.65,313.16,20.93,779.25,-0.38,349.41,12.68
59775,18.464,-4.041,-23.829,3.64,313.2,20.9,778.77,-0.44,349.44,12.76
59776,18.466,-4.041,-23.828,3.64,313.25,20.89,778.35,-0.52,349.79,12.82
59777,18.414,-4.041,-23.829,3.64,313.23,20.96,778.05,-0.63,349.62,12.8
59778,18.369,-4.04,-23.828,3.65,313.23,21.03,777.65,-0.72,349.31,12.7
59779,18.385,-4.018,-23.829,3.65,313.3,21.04,777.21,-0.74,349.16,12.52
59780,18.376,-3.994,-23.831,3.66,313.34,21.09,776.74,-0.75,349.02,12.44
59781,18.317,-3.969,-23.83,3.67,313.35,21.21,776.12,-0.7,348.5,12.33
59782,18.278,-3.972,-23.831,3.68,313.39,21.26,775.41,-0.72,347.87,12.21
59783,18.271,-3.941,-23.831,3.69,313.44,21.32,774.89,-0.65,347.85,12.16
59784,18.238,-3.918,-23.83,3.7,313.46,21.4,774.41,-0.52,347.81,12.09
59785,18.144,-3.89,-23.831,3.71,313.41,21.57,773.97,-0.4,347.79,12.05
59786,18.135,-3.839,-23.831,3.72,313.46,21.67,773.47,-0.36,347.89,12.08
59787,18.091,-3.811,-23.832,3.73,313.46,21.78,773.07,-0.3,347.78,12.04
59788,18.063,-3.748,-23.831,3.75,313.49,21.92,772.48,-0.22,348.02,12.06
59789,17.982,-3.721,-23.831,3.76,313.47,22.08,771.96,-0.08,348.4,12.1
59790,17.945,-3.667,-23.83,3.78,313.49,22.22,771.47,-0.08,348.57,12.17
59791,17.911,-3.617,-23.832,3.8,313.51,22.35,770.92,-0.12,348.5,12.16
59792,17.827,-3.562,-23.831,3.82,313.47,22.57,770.51,-0.12,348.66,12.21
59793,17.79,-3.531,-23.832,3.83,313.48,22.68,770.09,0.05,348.65,12.26
59794,17.752,-3.446,-23.831,3.85,313.49,22.88,769.67,0.07,349.03,12.32
59795,17.683,-3.418,-23.83,3.86,313.48,23.03,769.11,-0.01,348.99,12.32
59796,17.658,-3.396,-23.831,3.87,313.52,23.1,768.5,0.07,348.96,12.26
59797,17.563,-3.364,-23.831,3.89,313.5,23.3,767.83,0.13,349.01,12.3
59798,17.494,-3.337,-23.83,3.9,313.48,23.45,767.34,0.11,348.89,12.3
59799,17.468,-3.303,-23.83,3.91,313.52,23.55,766.73,0.06,349.09,12.26
59800,17.384,-3.274,-23.829,3.92,313.49,23.73,766.19,0,349.21,12.3
59801,17.322,-3.248,-23.829,3.93,313.5,23.87,765.59,0.01,349.49,12.27
59802,17.311,-3.25,-23.83,3.93,313.55,23.89,765.06,-0.02,349.93,12.23
59803,17.196,-3.253,-23.83,3.94,313.48,24.06,764.57,-0.16,349.96,12.19
59804,17.183,-3.228,-23.829,3.95,313.53,24.12,764.02,-0.12,350.22,12.19
59805,17.114,-3.201,-23.831,3.96,313.52,24.28,763.47,-0.01,350.5,12.19
59806,17.033,-3.179,-23.832,3.97,313.51,24.45,762.79,-0.01,350.6,12.2
59807,17.011,-3.182,-23.832,3.97,313.56,24.48,762.19,-0.03,351.01,12.2
59808,16.894,-3.153,-23.83,3.98,313.51,24.72,761.58,0.01,350.94,12.16
59809,16.882,-3.123,-23.83,3.99,313.58,24.79,760.83,0.15,351.4,12.18
59810,16.766,-3.092,-23.831,4.01,313.53,25.04,760.16,0.15,351.92,12.19
59811,16.736,-3.064,-23.831,4.02,313.58,25.14,759.49,0.19,352.19,12.22
59812,16.639,-3.036,-23.831,4.03,313.55,25.35,758.83,0.29,352.01,12.2
59813,16.593,-3.001,-23.83,4.05,313.59,25.5,758.11,0.26,352.39,12.2
59814,16.52,-2.97,-23.828,4.06,313.58,25.68,757.47,0.24,352.74,12.2
59815,16.428,-2.938,-23.827,4.07,313.57,25.89,756.75,0.26,352.47,12.08
59816,16.352,-2.914,-23.828,4.08,313.57,26.07,756.04,0.31,352.54,12.05
59817,16.309,-2.888,-23.83,4.09,313.61,26.19,755.35,0.42,352.72,12.13
59818,16.25,-2.861,-23.831,4.11,313.62,26.35,754.71,0.5,353.25,12.2
59819,16.144,-2.838,-23.831,4.12,313.6,26.57,753.93,0.49,353.41,12.27
59820,16.098,-2.841,-23.832,4.12,313.63,26.65,753.24,0.51,353.31,12.3
59821,16.028,-2.816,-23.83,4.13,313.64,26.82,752.5,0.54,353.6,12.33
59822,15.934,-2.79,-23.83,4.15,313.64,27.04,751.66,0.54,353.91,12.4
59823,15.88,-2.791,-23.83,4.15,313.69,27.13,750.72,0.31,353.62,12.43
59824,15.748,-2.794,-23.83,4.15,313.62,27.36,750.12,0.23,354.05,12.47
59825,15.702,-2.791,-23.829,4.16,313.64,27.45,749.56,0.33,354.45,12.49
59826,15.633,-2.787,-23.83,4.16,313.63,27.58,748.95,0.23,354.98,12.51
59827,15.516,-2.781,-23.828,4.17,313.59,27.81,748.28,0.11,355.1,12.56
59828,15.484,-2.806,-23.826,4.16,313.63,27.81,747.62,0.04,355.21,12.58
59829,15.37,-2.803,-23.826,4.17,313.59,28.03,746.95,-0.05,355.36,12.6
59830,15.312,-2.807,-23.827,4.17,313.59,28.13,746.38,-0.04,355.45,12.62
59831,15.266,-2.811,-23.827,4.17,313.64,28.2,745.55,-0.14,355.42,12.58
59832,15.155,-2.842,-23.828,4.17,313.6,28.34,744.91,-0.09,355.55,12.49
59833,15.132,-2.842,-23.83,4.17,313.63,28.38,744.44,-0.04,356.3,12.55
59834,15.077,-2.838,-23.83,4.17,313.64,28.5,743.9,-0.03,357.13,12.65
59835,15.061,-2.84,-23.83,4.18,313.68,28.52,743.39,0.04,357.28,12.73
59836,15.008,-2.868,-23.83,4.17,313.68,28.56,742.88,0.07,357.29,12.77
59837,14.965,-2.949,-23.83,4.15,313.71,28.47,742.28,0.01,357.12,12.76
59838,14.899,-3.091,-23.831,4.11,313.71,28.29,741.67,-0.07,356.91,12.72
59839,14.816,-3.202,-23.832,4.08,313.68,28.21,741.17,-0.13,356.85,12.64
59840,14.756,-3.226,-23.83,4.07,313.68,28.27,740.66,-0.07,356.81,12.64
59841,14.685,-3.307,-23.829,4.05,313.67,28.23,740.11,-0.08,356.8,12.53
59842,14.612,-3.366,-23.83,4.04,313.66,28.24,739.48,-0.12,356.55,12.47
59843,14.578,-3.477,-23.831,4.01,313.7,28.07,738.85,-0.15,356.93,12.43
59844,14.488,-3.535,-23.833,3.99,313.65,28.11,738.44,-0.1,356.49,12.44
59845,14.44,-3.625,-23.836,3.97,313.66,28.01,737.99,-0.19,356.44,12.63
59846,14.45,-3.68,-23.834,3.95,313.74,27.88,737.37,-0.28,356.94,12.71
59847,14.365,-3.757,-23.834,3.93,313.71,27.87,736.84,-0.3,357.2,12.74
59848,14.362,-3.861,-23.833,3.9,313.75,27.66,736.51,-0.21,357.2,12.63
59849,14.312,-4.077,-23.832,3.84,313.76,27.3,736.03,-0.21,357.38,12.66
59850,14.263,-4.294,-23.832,3.78,313.73,26.95,735.77,-0.22,357.72,12.72
59851,14.244,-4.545,-23.832,3.71,313.77,26.47,735.32,-0.24,357.47,12.65
59852,14.18,-4.708,-23.831,3.67,313.75,26.26,734.94,-0.2,357.47,12.6
59853,14.146,-4.817,-23.832,3.64,313.74,26.1,734.67,-0.24,357.52,12.65
59854,14.128,-4.926,-23.831,3.61,313.76,25.91,734.36,-0.36,357.55,12.65
59855,14.08,-5.039,-23.83,3.58,313.74,25.77,734.07,-0.33,358.09,12.62
59856,14.023,-5.201,-23.83,3.54,313.72,25.55,733.72,-0.31,358.08,12.63
59857,14.004,-5.335,-23.829,3.51,313.72,25.33,733.57,-0.23,357.96,12.55
59858,13.994,-5.531,-23.828,3.45,313.74,24.97,733.33,-0.23,358.1,12.56
59859,13.928,-5.646,-23.829,3.43,313.72,24.86,732.93,-0.25,358.11,12.5
59860,13.893,-5.701,-23.83,3.41,313.71,24.81,732.68,-0.31,358.24,12.52
59861,13.887,-5.835,-23.829,3.38,313.73,24.57,732.43,-0.27,358.64,12.56
59862,13.87,-6.002,-23.83,3.34,313.75,24.28,732.17,-0.29,358.66,12.54
59863,13.804,-6.169,-23.832,3.3,313.7,24.08,731.98,-0.33,358.98,12.44
59864,13.76,-6.253,-23.833,3.28,313.67,23.99,731.83,-0.42,359.21,12.51
59865,13.775,-6.23,-23.832,3.28,313.7,24.01,731.67,-0.45,359.3,12.44
59866,13.74,-6.175,-23.833,3.3,313.69,24.17,731.44,-0.38,359.56,12.57
59867,13.707,-6.067,-23.834,3.33,313.69,24.42,731.16,-0.35,359.38,12.6
59868,13.707,-6.007,-23.832,3.34,313.74,24.53,730.74,-0.35,0.21,12.61
59869,13.705,-6.005,-23.834,3.34,313.77,24.54,730.53,-0.28,359.97,12.59
59870,13.651,-6.028,-23.832,3.34,313.73,24.58,730.36,-0.22,359.71,12.38
59871,13.584,-6.054,-23.832,3.33,313.68,24.65,730.13,-0.34,359.37,12.37
59872,13.56,-6.083,-23.832,3.33,313.68,24.63,729.99,-0.43,359.41,12.39
59873,13.579,-5.945,-23.832,3.36,313.7,24.86,729.93,-0.39,359.2,12.32
59874,13.548,-5.807,-23.832,3.4,313.69,25.18,729.77,-0.45,0.09,12.41
59875,13.563,-5.752,-23.832,3.41,313.72,25.26,729.63,-0.54,0.41,12.46
59876,13.562,-5.782,-23.832,3.41,313.73,25.2,729.54,-0.65,0.65,12.25
59877,13.588,-5.808,-23.83,3.4,313.77,25.11,729.47,-0.71,0.93,12.19
59878,13.546,-5.863,-23.831,3.39,313.76,25.07,729.22,-0.66,0.82,12.17
59879,13.535,-5.973,-23.832,3.36,313.77,24.88,729.02,-0.6,0.76,12.14
59880,13.579,-6.112,-23.831,3.32,313.84,24.54,728.83,-0.66,0.95,12.24
59881,13.545,-6.223,-23.832,3.3,313.81,24.39,728.74,-0.56,1.1,12.23
59882,13.526,-6.414,-23.831,3.25,313.81,24.07,728.57,-0.58,0.96,12.28
59883,13.563,-6.602,-23.831,3.2,313.88,23.66,728.36,-0.5,1.21,12.4
59884,13.543,-6.794,-23.83,3.16,313.89,23.34,728.12,-0.4,1.25,12.43
59885,13.525,-6.987,-23.83,3.11,313.9,23.03,727.85,-0.35,1.23,12.43
59886,13.522,-7.12,-23.829,3.08,313.93,22.79,727.61,-0.25,0.79,12.43
59887,13.472,-7.34,-23.83,3.03,313.92,22.48,727.22,-0.21,1.12,12.46
59888,13.437,-7.505,-23.83,2.99,313.91,22.25,726.97,-0.19,1.23,12.54
59889,13.447,-7.831,-23.829,2.92,313.95,21.68,726.77,-0.26,1.19,12.6
59890,13.373,-8.163,-23.832,2.85,313.91,21.23,726.46,-0.3,0.97,12.61
59891,13.314,-8.459,-23.833,2.78,313.87,20.82,726.21,-0.22,0.71,12.56
59892,13.333,-8.675,-23.831,2.74,313.95,20.45,725.77,-0.07,0.96,12.72
59893,13.253,-8.784,-23.831,2.72,313.92,20.38,725.28,0.01,1.15,12.7
59894,13.217,-8.946,-23.831,2.68,313.94,20.17,724.87,0.06,1.29,12.81
59895,13.223,-8.976,-23.831,2.68,313.99,20.12,724.5,0.18,0.94,12.89
59896,13.136,-9.028,-23.831,2.67,313.93,20.15,724.19,0.17,0.87,12.95
59897,13.106,-9.138,-23.831,2.65,313.93,20.02,723.95,0.23,0.92,12.94
59898,13.109,-9.192,-23.831,2.64,313.96,19.93,723.68,0.3,0.98,13.02
59899,13.028,-9.191,-23.831,2.64,313.92,20.04,723.29,0.29,0.92,12.91
59900,12.996,-9.271,-23.831,2.62,313.95,19.96,722.82,0.18,1.05,12.94
59901,12.999,-9.273,-23.832,2.62,314.01,19.95,722.34,0.09,1.05,12.95
59902,12.916,-9.268,-23.83,2.63,313.97,20.07,721.95,0.01,0.97,12.96
59903,12.859,-9.187,-23.83,2.64,313.97,20.27,721.39,0.07,1.03,12.91
59904,12.829,-9.215,-23.829,2.64,314.02,20.27,720.79,0.22,1.26,12.79
59905,12.731,-9.242,-23.829,2.64,313.96,20.36,720.38,0.28,1.41,12.63
59906,12.72,-9.184,-23.829,2.65,314.02,20.47,719.82,0.27,1.4,12.7
59907,12.645,-9.166,-23.83,2.66,314,20.6,719.3,0.27,1.85,12.79
59908,12.592,-9.14,-23.831,2.66,314.02,20.71,718.65,0.29,1.91,12.7
59909,12.524,-9.192,-23.831,2.66,314.02,20.72,718.06,0.34,2.11,12.69
59910,12.431,-9.137,-23.83,2.67,314.01,20.94,717.33,0.3,2.18,12.63
59911,12.411,-9.167,-23.831,2.67,314.06,20.92,716.74,0.22,2.35,12.57
59912,12.303,-9.139,-23.831,2.67,314.02,21.12,716.09,0.13,2.44,12.59
59913,12.285,-9.081,-23.831,2.69,314.09,21.24,715.37,0.14,2.49,12.61
59914,12.2,-9.108,-23.831,2.69,314.08,21.32,714.7,0.08,2.43,12.76
59915,12.125,-9.162,-23.83,2.68,314.08,21.33,714.07,0.06,2.15,12.79
59916,12.04,-9.165,-23.831,2.68,314.08,21.45,713.35,0.12,2.2,12.77
59917,11.997,-9.191,-23.831,2.68,314.1,21.47,712.76,0.17,1.93,12.96
59918,11.936,-9.215,-23.831,2.67,314.11,21.51,712.2,0.19,2.07,12.91
59919,11.841,-9.215,-23.831,2.68,314.09,21.65,711.54,0.18,1.8,12.93
59920,11.789,-9.238,-23.83,2.67,314.1,21.69,710.94,0.12,1.69,12.98
59921,11.719,-9.321,-23.83,2.66,314.13,21.65,710.16,0.05,1.63,13.13
59922,11.664,-9.383,-23.832,2.65,314.15,21.62,709.53,0.09,0.86,13.35
59923,11.638,-9.384,-23.831,2.65,314.19,21.66,708.94,0.05,0.79,13.49
59924,11.55,-9.464,-23.831,2.64,314.17,21.65,708.37,0.02,0.44,13.54
59925,11.456,-9.545,-23.83,2.62,314.15,21.65,707.71,0.11,0.5,13.56
59926,11.432,-9.624,-23.828,2.61,314.19,21.55,707.15,0.04,0.51,13.61
59927,11.348,-9.704,-23.829,2.59,314.19,21.53,706.41,-0.04,359.82,13.78
59928,11.303,-9.813,-23.83,2.57,314.21,21.41,705.86,-0.03,359.43,13.96
59929,11.255,-9.868,-23.83,2.56,314.22,21.39,705.37,-0.07,359.5,13.97
59930,11.188,-9.929,-23.83,2.55,314.22,21.38,704.82,-0.05,359.38,14.05
59931,11.09,-9.931,-23.832,2.56,314.2,21.52,704.13,-0.05,359.06,14.12
59932,11.064,-9.982,-23.831,2.55,314.24,21.47,703.57,-0.06,358.81,14.14
59933,10.972,-9.984,-23.832,2.55,314.21,21.6,702.99,-0.11,358.68,14.15
59934,10.912,-9.987,-23.831,2.55,314.22,21.69,702.38,-0.12,358.3,14.33
59935,10.871,-10.012,-23.83,2.55,314.25,21.7,701.79,-0.16,358.2,14.4
59936,10.805,-9.981,-23.829,2.56,314.25,21.85,701.26,-0.09,358.21,14.4
59937,10.694,-9.895,-23.829,2.58,314.2,22.17,700.69,-0.07,357.93,14.45
59938,10.689,-9.838,-23.83,2.59,314.26,22.28,700.15,-0.1,357.72,14.59
59939,10.603,-9.835,-23.828,2.59,314.26,22.41,699.45,-0.08,357.72,14.6
59940,10.508,-9.783,-23.828,2.6,314.23,22.65,698.83,-0.01,358.25,14.64
59941,10.466,-9.675,-23.829,2.63,314.27,22.91,698.19,-0.02,357.67,14.69
59942,10.416,-9.626,-23.829,2.64,314.29,23.08,697.54,-0.11,357.01,14.76
59943,10.311,-9.597,-23.83,2.65,314.25,23.29,696.96,-0.12,356.62,14.84
59944,10.286,-9.49,-23.829,2.68,314.3,23.53,696.35,-0.06,356.75,14.9
59945,10.259,-9.357,-23.83,2.71,314.34,23.82,695.86,0,356.89,15.11
59946,10.173,-9.248,-23.83,2.73,314.34,24.17,695.12,-0.07,356.51,15.11
59947,10.12,-9.165,-23.829,2.75,314.35,24.41,694.53,-0.11,356.43,15.23
59948,10.119,-9.054,-23.829,2.78,314.42,24.63,694.04,-0.06,355.87,15.48
59949,10.085,-8.918,-23.828,2.81,314.45,24.95,693.44,0,355.89,15.61
59950,9.994,-8.806,-23.827,2.84,314.42,25.33,692.91,0.04,355.49,15.62
59951,9.98,-8.666,-23.827,2.87,314.47,25.63,692.42,0.05,355.34,15.74
59952,9.887,-8.561,-23.829,2.9,314.44,26.01,691.88,0.08,355.27,15.86
59953,9.875,-8.477,-23.829,2.92,314.48,26.2,691.44,0.01,355.42,15.87
59954,9.801,-8.402,-23.829,2.94,314.46,26.49,691,-0.04,355.63,15.95
59955,9.761,-8.297,-23.83,2.96,314.47,26.78,690.54,0.01,355.75,16.08
59956,9.786,-8.209,-23.83,2.99,314.54,26.92,690.21,0.09,355.62,16.29
59957,9.71,-8.152,-23.829,3,314.51,27.18,689.84,0,355.34,16.36
59958,9.728,-8.099,-23.83,3.01,314.55,27.26,689.63,-0.07,355.04,16.59
59959,9.735,-8.016,-23.83,3.03,314.61,27.42,689.22,-0.17,354.61,16.76
59960,9.67,-8.02,-23.83,3.04,314.61,27.54,688.73,-0.22,354.29,16.74
59961,9.665,-7.99,-23.829,3.05,314.66,27.61,688.27,-0.26,354,16.76
59962,9.611,-7.986,-23.827,3.05,314.63,27.72,688,-0.29,353.93,16.78
59963,9.626,-7.986,-23.828,3.05,314.67,27.69,687.83,-0.24,353.97,16.88
59964,9.572,-7.986,-23.828,3.05,314.65,27.8,687.55,-0.1,353.89,17
59965,9.593,-7.988,-23.829,3.05,314.72,27.75,687.21,-0.16,353.53,17.06
59966,9.526,-7.988,-23.828,3.05,314.69,27.88,686.84,-0.13,353.38,17.11
59967,9.574,-7.96,-23.828,3.06,314.79,27.85,686.52,-0.1,353.44,17.42
59968,9.51,-7.932,-23.829,3.07,314.76,28.03,686.19,-0.2,353.53,17.51
59969,9.528,-7.901,-23.828,3.08,314.83,28.06,685.8,-0.31,353.87,17.52
59970,9.47,-7.849,-23.829,3.09,314.81,28.29,685.44,-0.31,354.27,17.61
59971,9.47,-7.826,-23.828,3.1,314.85,28.34,685.14,-0.31,354.63,17.63
59972,9.454,-7.827,-23.828,3.1,314.86,28.37,684.96,-0.24,354.82,17.64
59973,9.389,-7.803,-23.829,3.11,314.83,28.55,684.59,-0.2,354.55,17.64
59974,9.4,-7.802,-23.83,3.11,314.87,28.53,684.42,-0.32,354.51,17.72
59975,9.334,-7.745,-23.829,3.12,314.83,28.78,684.16,-0.51,354.63,17.81
59976,9.342,-7.715,-23.829,3.13,314.88,28.84,683.85,-0.45,354.87,17.84
59977,9.314,-7.691,-23.829,3.14,314.88,28.95,683.58,-0.38,355.36,17.89
59978,9.312,-7.691,-23.83,3.14,314.91,28.95,683.34,-0.35,355.53,17.81
59979,9.238,-7.716,-23.829,3.14,314.88,29.04,682.95,-0.38,355.44,17.78
59980,9.242,-7.742,-23.828,3.13,314.92,28.97,682.68,-0.53,355.49,17.78
59981,9.209,-7.741,-23.827,3.13,314.9,29.04,682.57,-0.61,355.82,17.79
59982,9.193,-7.795,-23.827,3.12,314.91,28.95,682.36,-0.59,356.06,17.85
59983,9.185,-7.881,-23.826,3.1,314.94,28.77,682.06,-0.61,356.28,17.8
59984,9.118,-7.932,-23.826,3.09,314.91,28.79,681.7,-0.74,356.5,17.79
59985,9.153,-8.036,-23.827,3.07,314.99,28.49,681.38,-0.78,356.77,17.82
59986,9.085,-8.115,-23.827,3.05,314.95,28.45,681.12,-0.73,357.29,17.84
59987,9.083,-8.231,-23.829,3.02,315,28.19,680.76,-0.67,357.86,17.72
59988,9.094,-8.34,-23.829,3,315.04,27.93,680.49,-0.62,358.39,17.71
59989,9.03,-8.421,-23.828,2.98,315.02,27.88,680.11,-0.73,358.37,17.78
59990,9.051,-8.534,-23.829,2.95,315.09,27.59,679.8,-0.8,358.17,17.76
59991,8.978,-8.648,-23.831,2.93,315.05,27.48,679.45,-0.85,358.18,17.75
